time_to_zero,rf_area,condition,stimulus
0.2031,10428.4462814329,2M,photopic
0.1985,7705.56369559025,2M,photopic
0.2356,5841.23019421554,2M,photopic
0.2124,2721.85618367278,2M,photopic
0.1627,3693.20059215979,2M,photopic
0.1667,2181.49453017875,2M,photopic
0.1763,12521.5785079442,2M,photopic
0.1713,5692.14607844448,2M,photopic
0.2008,8947.46858059804,2M,photopic
0.2041,6257.29604103309,2M,photopic
0.1965,4613.93348806763,2M,photopic
0.1869,6291.07583688397,2M,photopic
0.1737,3313.5551611365,2M,photopic
0.1862,2789.42680663443,2M,photopic
0.2389,5794.59038108231,2M,photopic
0.1637,8413.30783336349,2M,photopic
0.1521,3422.12604886161,2M,photopic
0.1591,19614.9211554203,2M,photopic
0.1548,32095.2760054053,2M,photopic
0.2187,7569.75387889907,2M,photopic
0.2303,1569.43580106146,2M,photopic
NA,5757.20028991301,2M,photopic
0.1644,5062.92099728476,2M,photopic
0.1607,10946.6886290402,2M,photopic
0.1793,10758.8136782867,2M,photopic
0.1773,3112.36192926139,2M,photopic
0.1422,7162.66713812391,2M,photopic
0.1332,34821.1831932564,2M,photopic
0.1524,19399.1091274928,2M,photopic
0.1919,57092.2713499506,2M,photopic
0.1949,6412.83284360439,2M,photopic
0.1422,34516.2893766513,2M,photopic
0.1458,38103.7274577084,2M,photopic
0.1382,33553.0342837633,2M,photopic
0.1607,8424.23562380215,2M,photopic
0.165,1613.69629579098,2M,photopic
0.1753,20042.7555461752,2M,photopic
0.1647,49377.5573369539,2M,photopic
0.1514,12175.7230368914,2M,photopic
0.1501,9335.13744870149,2M,photopic
0.1438,36710.382830546,2M,photopic
0.2207,11157.2666353919,2M,photopic
0.1816,5783.28836369021,2M,photopic
0.164,41633.654914459,2M,photopic
0.1339,1948.3679162946,2M,photopic
0.1889,5727.118338812,2M,photopic
0.1461,1700.60126707139,2M,photopic
0.1514,6322.92462777775,2M,photopic
0.1839,6694.98260958586,2M,photopic
0.1594,18617.3271364376,2M,photopic
0.1332,16037.5489480803,2M,photopic
0.1402,16177.1459213251,2M,photopic
0.1488,17673.8982806819,2M,photopic
0.1674,19877.7570600291,2M,photopic
0.167,8866.96919450548,2M,photopic
0.1793,3019.7102839595,2M,photopic
0.1674,3380.00844644664,2M,photopic
0.1697,49707.2833210753,2M,photopic
0.15310000000000001,946.341154651722,2M,photopic
0.2104,3056.69192088844,2M,photopic
0.1551,8735.22174356764,2M,photopic
0.1521,3251.96268146895,2M,photopic
0.1833,17268.3925918358,2M,photopic
0.1826,22945.821261771,2M,photopic
0.171,19863.471277674,2M,photopic
0.1684,17216.2478281513,2M,photopic
0.1581,7053.46858955932,2M,photopic
0.1965,15593.7299632875,2M,photopic
0.1915,13305.7622005664,2M,photopic
0.1375,18748.259887384,2M,photopic
0.1435,15449.5718162354,2M,photopic
0.1568,15518.9270158506,2M,photopic
0.2582,19896.6685515386,2M,photopic
0.1422,3090.16872363071,2M,photopic
0.1428,17385.6356510611,2M,photopic
0.165,4667.13378888865,2M,photopic
0.1538,12432.0410504822,2M,photopic
0.1574,32312.5196898962,2M,photopic
0.1551,19903.861845048,2M,photopic
0.1445,1982.34226768756,2M,photopic
0.1415,12375.3904000695,2M,photopic
0.171,8186.16211709458,2M,photopic
0.1594,13123.6136143757,2M,photopic
0.1445,9221.12299120335,2M,photopic
0.1541,14591.3323763039,2M,photopic
0.1654,20446.777787504,2M,photopic
0.1843,7094.36507111711,2M,photopic
0.1475,19001.429092288,2M,photopic
0.1365,20845.6878548596,2M,photopic
0.1514,16448.3472835653,2M,photopic
0.1571,19085.3368691502,2M,photopic
0.1518,15334.1809189967,2M,photopic
0.1607,16815.9445208933,2M,photopic
0.1375,10521.2985912699,2M,photopic
0.1614,27675.4515433274,2M,photopic
0.1349,15951.8927531662,2M,photopic
0.1495,17712.2012990511,2M,photopic
0.1568,17680.5845678053,2M,photopic
0.1501,16622.5827047575,2M,photopic
0.1452,33362.1679172701,2M,photopic
0.1432,7786.76981099685,2M,photopic
0.1418,4337.20863703684,2M,photopic
0.1657,6776.22165599575,2M,photopic
0.1876,20846.6849844345,2M,photopic
0.176,20702.2080427105,2M,photopic
NA,1851.40903564851,2M,photopic
0.1571,3891.17956533361,2M,photopic
0.1399,23160.3985632716,2M,photopic
0.1554,16506.0397322215,2M,photopic
0.1541,6215.83237047093,2M,photopic
0.1488,16135.6506522907,2M,photopic
0.2118,24875.534491263,2M,photopic
0.1359,18425.6852588599,2M,photopic
0.1349,16904.3812666011,2M,photopic
0.1442,20027.0104375193,2M,photopic
0.1813,5451.38391095644,2M,photopic
0.1839,4828.51911475514,2M,photopic
0.1915,5835.13555823588,2M,photopic
0.1853,5022.7038791464,2M,photopic
0.497431648715824,3105.32006204882,2M,photopic
0.15310000000000001,11154.682370927,2M,photopic
0.1336,13153.1969239849,2M,photopic
0.1475,12899.9781889789,2M,photopic
0.1339,13108.7661630475,2M,photopic
0.1352,10836.5285117582,2M,photopic
0.1389,11928.9726468738,2M,photopic
0.1395,12527.9229423733,2M,photopic
0.1538,29524.3443760773,2M,photopic
NA,1065.92836996859,2M,photopic
0.1369,15613.3900749915,2M,photopic
0.1491,12987.8619738085,2M,photopic
0.1872,805.067979782536,2M,photopic
0.1899,5310.81897570518,2M,photopic
0.1872,5198.39307432836,2M,photopic
0.1385,17937.529679537,2M,photopic
0.1435,18375.9537399072,2M,photopic
0.1336,17321.6274878307,2M,photopic
0.1425,30265.4557488366,2M,photopic
0.1465,30296.4596057924,2M,photopic
0.1568,26599.7085801401,2M,photopic
NA,1729.871467686,2M,photopic
0.1418,27718.1039005171,2M,photopic
0.1544,13558.6786138809,2M,photopic
0.1909,6776.06365887394,2M,photopic
0.1263,23794.911921786,2M,photopic
0.1587,23168.4245222591,2M,photopic
0.1703,14639.276648482,2M,photopic
0.1929,24839.5976978176,2M,photopic
NA,1943.05392549151,2M,photopic
0.1468,23565.863531302,2M,photopic
0.1879,11106.3054015616,2M,photopic
0.1879,16163.599306434,2M,photopic
0.1577,17509.0014240387,2M,photopic
0.1859,11297.9466138349,2M,photopic
0.1713,17816.83375004,2M,photopic
0.1538,11688.5358334941,2M,photopic
0.1302,19797.1294245494,2M,photopic
0.1389,5232.86123505145,2M,photopic
0.1511,3865.87127140176,2M,photopic
0.1229,8643.10129972222,2M,photopic
0.2081,6098.06448115615,2M,photopic
NA,9834.69883231401,2M,photopic
0.497431648715824,10002.5533123912,2M,photopic
0.1859,9284.53241180976,2M,photopic
0.169,5589.84974188146,2M,photopic
0.1372,7476.47972949662,2M,photopic
0.1528,15676.9022209429,2M,photopic
0.176,3652.69138802221,2M,photopic
0.1471,4902.11645940888,2M,photopic
0.1369,12387.4565790162,2M,photopic
0.1256,11811.025967988,2M,photopic
0.1932,5222.9636013841,2M,photopic
0.2061,13632.7905062266,2M,photopic
0.1942,15680.2940247692,2M,photopic
0.2177,6401.41867804202,2M,photopic
0.1574,13180.9554269167,2M,photopic
0.173,15216.322871979,2M,photopic
0.1607,12386.735838167,2M,photopic
0.1574,13224.6898196395,2M,photopic
0.1352,14316.8592891698,2M,photopic
0.1312,13501.0540120166,2M,photopic
0.1498,14345.0319189777,2M,photopic
0.1796,7390.52182307438,2M,photopic
0.2045,8000.53341052444,2M,photopic
0.1939,6306.96747069099,2M,photopic
0.2336,1488.08642250641,2M,photopic
0.1839,4673.60514828046,2M,photopic
0.1713,6560.11292635425,2M,photopic
0.1707,7511.17425220765,2M,photopic
0.1753,7330.84390407468,2M,photopic
0.1753,9336.20158902659,2M,photopic
0.1319,13976.9184668403,2M,photopic
0.1372,18736.590226228,2M,photopic
0.1574,19700.4112391944,2M,photopic
0.1501,23942.2280087755,2M,photopic
0.1591,6042.93089911526,2M,photopic
0.1796,15245.7132130752,2M,photopic
0.1836,20229.5208053392,2M,photopic
0.2794,4858.76665772718,2M,photopic
0.2267,7327.06561193625,2M,photopic
0.1352,2398.21517127025,2M,photopic
0.1432,18229.3282220328,2M,photopic
0.1614,19498.3941855187,2M,photopic
0.1584,4142.12514701451,2M,photopic
0.1415,19790.0646370477,2M,photopic
0.1528,19954.0427043763,2M,photopic
0.1786,1527.25444490627,2M,photopic
0.2916,2550.75349297934,2M,photopic
0.1481,11123.0534303583,2M,photopic
0.1448,14668.7292214286,2M,photopic
0.2267,5957.45117201945,2M,photopic
0.1249,9600.70469308519,2M,photopic
0.2171,5053.88265536458,2M,photopic
0.163,5097.28600095954,2M,photopic
0.1879,8521.18192454784,2M,photopic
0.1336,6738.64779804475,2M,photopic
0.1365,1544.49770102955,2M,photopic
0.1455,2047.49286074458,2M,photopic
0.15310000000000001,20474.1535134019,2M,photopic
0.1647,6430.07935085018,2M,photopic
0.1405,12376.4326955577,2M,photopic
0.1412,15297.019684098,2M,photopic
0.1591,9510.08821975535,2M,photopic
0.1889,6270.56838017151,2M,photopic
0.1465,5800.69624804714,2M,photopic
0.1213,15841.0307712561,2M,photopic
0.1223,5638.50996288343,2M,photopic
0.1644,2823.16460569404,2M,photopic
0.15310000000000001,15798.527869093,2M,photopic
0.1478,8553.70679514164,2M,photopic
0.1859,5375.93052470346,2M,photopic
0.1886,4848.41504375114,2M,photopic
0.1703,13205.788594431,2M,photopic
0.1471,8857.1213467025,2M,photopic
0.1621,3737.34070077347,2M,photopic
0.1452,14073.3535849127,2M,photopic
0.1432,10903.7107332973,2M,photopic
0.1435,28387.6963418134,2M,photopic
0.1952,8399.39536879282,2M,photopic
0.2075,10096.4738583864,2M,photopic
0.1408,10881.2426336615,2M,photopic
0.1611,18265.931097878,2M,photopic
0.2605,2167.03951871102,2M,photopic
NA,2303.41703717935,2M,photopic
0.1452,11847.1488410785,2M,photopic
0.1332,11510.2318604143,2M,photopic
0.1203,11198.6592526906,2M,photopic
0.1514,8097.51925319774,2M,photopic
NA,7845.72931578254,2M,photopic
0.1495,15036.2988456754,2M,photopic
0.1505,11985.8940847367,2M,photopic
0.1538,1453.84911265518,2M,photopic
0.1455,2571.14597564287,2M,photopic
0.1495,9518.24628365775,2M,photopic
0.1455,9271.06933916757,2M,photopic
0.1475,4059.20046498018,2M,photopic
0.1518,8846.0927841785,2M,photopic
0.1872,13973.8334693438,2M,photopic
0.1809,12202.8876149323,2M,photopic
0.2472,12758.0094093824,2M,photopic
0.176,20620.5464580092,2M,photopic
0.1667,10972.088428902,2M,photopic
0.1415,14538.213694406,2M,photopic
0.15310000000000001,6675.940475613,2M,photopic
0.1422,15243.1844933575,2M,photopic
0.1498,8636.43263421515,2M,photopic
0.1442,10395.4439163065,2M,photopic
0.166,4238.25886610903,2M,photopic
0.223,2895.59218673272,2M,photopic
0.2204,3585.58557608924,2M,photopic
0.1379,9999.650333392,2M,photopic
0.1528,5769.08138438925,2M,photopic
0.1833,5052.92515111146,2M,photopic
0.2379,5866.22910718483,2M,photopic
0.1508,7814.96697124486,2M,photopic
0.1498,8235.51448705062,2M,photopic
0.1478,8063.6416269199,2M,photopic
0.1425,8908.61808995766,2M,photopic
0.1614,8698.51930685766,2M,photopic
0.1461,7114.44330157643,2M,photopic
0.1481,7346.4339444157,2M,photopic
0.1438,8866.65289284593,2M,photopic
0.1455,8302.58053054834,2M,photopic
0.1452,5119.5895852866,2M,photopic
0.1458,8650.82134608723,2M,photopic
0.1584,6505.76091672129,2M,photopic
0.1495,8753.82167291076,2M,photopic
0.1355,24565.856872573,2M,photopic
0.1442,9847.16538160188,2M,photopic
0.1495,12579.8587166006,2M,photopic
0.1448,11988.4621163364,2M,photopic
0.1438,9345.08247719909,2M,photopic
0.1896,1011.27563809347,2M,photopic
0.1349,3239.99032213978,2M,photopic
0.1422,8164.27706755536,2M,photopic
0.1336,6083.82839654982,2M,photopic
0.1299,5231.76749713797,2M,photopic
0.2244,3569.40910476838,2M,photopic
0.1541,4198.53016667477,2M,photopic
0.1693,2204.22192111406,2M,photopic
0.17,2461.10396843499,2M,photopic
0.1773,16662.9782649396,2M,photopic
0.1511,20358.5792666464,2M,photopic
0.2824,1814.4137211704,2M,photopic
0.1422,28628.3552786106,2M,photopic
0.1488,27787.09830619,2M,photopic
0.2797,2334.52600664197,2M,photopic
0.1342,27917.1276970863,2M,photopic
0.1349,10695.9131212703,2M,photopic
0.1859,1835.45052087631,2M,photopic
0.2847,1592.79499517167,2M,photopic
0.1564,2253.18421936771,2M,photopic
0.1362,5671.64283246741,2M,photopic
0.1471,30498.0635618234,2M,photopic
0.2025,3557.96428059606,2M,photopic
0.1945,7584.51579385814,2M,photopic
0.1594,12391.5483252711,2M,photopic
0.1425,20765.8374600499,2M,photopic
0.1723,10894.1968447006,2M,photopic
NA,1264.24164069596,2M,photopic
NA,1690.99794494616,2M,photopic
0.1909,1483.56729770888,2M,photopic
0.1763,1383.3348148169,2M,photopic
0.354929577464789,1156.77730350012,2M,photopic
0.1693,1536.17373802051,2M,photopic
0.2353,28831.4017794981,2M,photopic
0.2522,10235.8339143101,2M,photopic
0.175,3960.10375123483,2M,photopic
0.412593206296603,10446.9311234812,2M,photopic
0.1435,35624.564445052,2M,photopic
0.1561,36890.5943646042,2M,photopic
0.1859,3896.95544343166,2M,photopic
0.2055,4089.18238042763,2M,photopic
0.1796,2641.11303393065,2M,photopic
0.2012,4282.06192074803,2M,photopic
0.1949,4235.95581756573,2M,photopic
0.1806,13402.5326776543,2M,photopic
0.1803,13564.2884883453,2M,photopic
0.1836,2051.64895239197,2M,photopic
0.1995,1866.279921284,2M,photopic
0.176,4978.98499751958,2M,photopic
0.2456,3593.65235007701,2M,photopic
0.1541,10883.304455265,2M,photopic
0.1783,10110.5026106448,2M,photopic
0.1766,10990.4123343596,2M,photopic
0.1687,12138.6720079792,2M,photopic
0.1816,13532.8690768478,2M,photopic
0.1514,27106.0668818652,2M,photopic
NA,1802.02014965146,2M,photopic
0.1395,17408.4364144591,2M,photopic
0.1435,17463.361698224,2M,photopic
0.1389,17389.8580180424,2M,photopic
0.1468,17112.4509888359,2M,photopic
0.1488,9330.33429947587,2M,photopic
0.1664,9440.06693744042,2M,photopic
0.2429,4550.40963806,2M,photopic
0.1733,10192.3133620109,2M,photopic
0.1541,1457.81770934148,2M,photopic
0.1922,2012.24346535441,2M,photopic
0.2134,18842.3913245984,2M,photopic
0.1577,13970.1556950708,2M,photopic
0.1587,3097.65304474568,2M,photopic
0.2257,974.080906988438,2M,photopic
0.1713,3643.20409076821,2M,photopic
0.1737,32276.9382261127,2M,photopic
0.1959,5964.63088902062,2M,photopic
0.2081,1315.8202198813,2M,photopic
0.177,10868.5667208196,2M,photopic
0.1485,11736.8479054479,2M,photopic
0.1481,12799.9694627249,2M,photopic
0.1637,16267.1303187492,2M,photopic
0.1591,16453.3608849028,2M,photopic
0.1498,13377.5570337988,2M,photopic
0.1548,7996.20698606329,2M,photopic
0.1491,9527.74047938325,2M,photopic
0.1475,10294.9221989505,2M,photopic
0.1627,10078.7845340535,2M,photopic
0.1607,4741.76614328493,2M,photopic
0.1723,2599.73134617453,2M,photopic
0.2655,4381.22931987063,2M,photopic
0.2664,4054.41779693313,2M,photopic
0.2668,4596.59034429126,2M,photopic
0.1896,4532.136167778,2M,photopic
0.2489,6169.78748695799,2M,photopic
0.1935,13911.9180769447,2M,photopic
0.1521,9531.77550633059,2M,photopic
0.173,9977.56527284132,2M,photopic
0.1856,8115.1395942905,2M,photopic
0.1783,29977.9525138174,2M,photopic
0.1763,17068.7746074381,2M,photopic
0.1488,17733.5762277649,2M,photopic
0.1538,8137.13471030442,2M,photopic
0.2648,11971.8554845795,2M,photopic
0.1418,16794.2304126346,2M,photopic
NA,8710.05680067462,2M,photopic
0.1501,15479.3329377097,2M,photopic
0.1442,3762.77054694137,2M,photopic
NA,27010.7555840912,2M,photopic
0.370836785418393,7094.74634020783,2M,photopic
0.1544,14653.5644345437,2M,photopic
0.497431648715824,2148.81066563932,2M,photopic
0.1988,2592.46805261475,2M,photopic
0.285,1217.09847862002,2M,photopic
0.1627,2660.62086590659,2M,photopic
0.1899,4694.78063827075,2M,photopic
0.1756,4940.6784407729,2M,photopic
0.44076222038111,11255.2865721719,2M,photopic
0.1594,6818.37863875576,2M,photopic
0.1687,7880.58496785186,2M,photopic
0.1667,6430.29082724986,2M,photopic
0.2714,8438.44435830811,2M,photopic
0.304225352112676,9583.00287904277,2M,photopic
0.2038,5039.89697995007,2M,photopic
0.1594,5297.096216056,2M,photopic
NA,4720.09440816341,2M,photopic
0.497431648715824,6632.4823520311,2M,photopic
NA,6143.78601169961,2M,photopic
0.2293,4386.31131902255,2M,photopic
NA,972.973979557945,2M,photopic
0.1316,10419.4104269806,2M,photopic
0.1428,10068.7612246709,2M,photopic
0.1776,26503.9705357485,2M,photopic
0.227,9998.66319698054,2M,photopic
0.1554,5374.07771542677,2M,photopic
0.1491,13100.2323642948,2M,photopic
0.2118,3670.37926119807,2M,photopic
0.1995,8548.53321384009,2M,photopic
0.316487158243579,5952.17707334457,2M,photopic
0.1836,9437.9864214143,2M,photopic
NA,4743.82187587879,2M,photopic
0.168,10169.1624358697,2M,photopic
0.1733,5611.06428374245,2M,photopic
0.1442,14689.466353223,2M,photopic
0.225,3038.72824687618,2M,photopic
0.1574,6274.91571849173,2M,photopic
0.312510356255178,3639.02421736124,2M,photopic
0.2419,9528.5537289836,2M,photopic
0.356586578293289,7712.44465538025,2M,photopic
0.1733,16720.7365970339,2M,photopic
0.172,10255.2145460253,2M,photopic
0.2234,3832.7894835023,2M,photopic
0.1786,12867.1259259998,2M,photopic
0.1428,11633.0104427167,2M,photopic
NA,3565.34108348286,2M,photopic
0.1435,4336.52591569293,2M,photopic
0.328748964374482,6589.80051486999,2M,photopic
0.1833,3389.53296803246,2M,photopic
0.1942,10498.4163925865,2M,photopic
0.1952,10770.6888448153,2M,photopic
NA,5895.49236314978,2M,photopic
0.1548,22913.5898162802,2M,photopic
0.2711,9994.00845998593,2M,photopic
0.2085,7167.81501454596,2M,photopic
0.2867,6030.15717955891,2M,photopic
0.173,9630.60701295468,2M,photopic
0.2114,3054.59751407732,2M,photopic
0.348301574150787,2911.92780141988,2M,photopic
0.1737,31200.3116350075,2M,photopic
0.2121,3106.9944252849,2M,photopic
0.373819386909693,6023.68674066015,2M,photopic
0.1558,10999.0621608257,2M,photopic
0.2983,3170.83734558158,2M,photopic
0.2691,4606.46379356392,2M,photopic
NA,3646.60932009713,2M,photopic
0.1872,9807.87159382689,2M,photopic
NA,7764.25014449705,2M,photopic
0.2191,8282.79717062067,2M,photopic
0.1568,33560.8457649341,2M,photopic
0.1872,5037.16472427482,2M,photopic
NA,2557.72858970546,2M,photopic
0.313504556752278,1849.76514548305,2M,photopic
0.2111,1571.5279350388,2M,photopic
0.2147,8062.46843777057,2M,photopic
0.2741,11171.184896071,2M,photopic
0.2568,5185.26947420415,2M,photopic
0.163,2525.23904581505,2M,photopic
0.1776,8665.33482076188,2M,photopic
0.2376,4218.76721627312,2M,photopic
0.1846,4315.59746792355,2M,photopic
0.1471,10084.0268978142,2M,photopic
0.1432,19316.3207519733,2M,photopic
0.28,2786.95840099507,2M,photopic
NA,5355.69158725614,2M,photopic
0.221,4963.47713458543,2M,photopic
0.303893951946976,5238.7009792624,2M,photopic
0.341010770505385,4998.1177326495,2M,photopic
0.1763,73731.018745583,2M,photopic
0.1581,13103.0246125089,2M,photopic
0.333057166528583,5307.6766426513605,2M,photopic
0.1912,7633.63181692254,2M,photopic
0.1607,6607.07867177628,2M,photopic
0.1939,36899.7513110523,2M,photopic
NA,14294.2014070517,2M,photopic
0.367854183927092,3951.75258594358,2M,photopic
0.497431648715824,1533.17499531461,2M,photopic
0.1577,4455.00459578837,2M,photopic
0.1627,10953.9337594705,2M,photopic
0.2956,4621.52694417719,2M,photopic
0.1806,7083.92754275203,2M,photopic
0.1733,1228.63174126255,2M,photopic
0.174,10944.0339606187,2M,photopic
0.2114,11635.4705883114,2M,photopic
0.1458,18192.4948362883,2M,photopic
0.2061,33942.7361553755,2M,photopic
0.171,6857.32194586322,2M,photopic
0.172,4478.42079173602,2M,photopic
0.1607,7103.48952137692,2M,photopic
0.1558,9470.46006860447,2M,photopic
0.1647,9108.10136136486,2M,photopic
0.2373,7855.30095596534,2M,photopic
0.169,16887.0622240177,2M,photopic
0.1458,14544.4447720644,2M,photopic
0.1644,11294.4708144024,2M,photopic
0.1601,18086.1485812407,2M,photopic
0.1514,22341.9027368224,2M,photopic
0.1614,3085.38766119804,2M,photopic
0.2827,3718.30109482509,2M,photopic
0.1836,6017.09794799477,2M,photopic
0.1929,2797.83947588817,2M,photopic
NA,4520.13458260089,2M,photopic
0.1614,11562.9685062498,2M,photopic
0.1674,28705.6951015963,2M,photopic
0.369511184755592,4368.91573515414,2M,photopic
NA,1891.99679579829,2M,photopic
0.1442,22867.7038421073,2M,photopic
0.179,23352.4580693428,2M,photopic
0.1819,6227.08536837095,2M,photopic
0.1823,4510.30790237276,2M,photopic
0.1554,9825.00334905011,2M,photopic
0.1746,6751.7465696845,2M,photopic
0.1985,8299.38929778248,2M,photopic
0.1773,3164.77211443631,2M,photopic
0.1571,9780.39089409304,2M,photopic
0.1544,9604.38574223122,2M,photopic
0.1949,18245.9079503617,2M,photopic
NA,1215.32433420906,2M,photopic
0.1568,2042.68159931333,2M,photopic
0.1435,10573.0990523297,2M,photopic
NA,8461.89026093351,2M,photopic
0.1965,23444.4496313602,2M,photopic
0.1123,2204.5556996868,2M,photopic
NA,1043.91372084966,2M,photopic
0.1886,18193.4459270188,2M,photopic
0.1561,3062.234755683,2M,photopic
0.2012,29559.9180489003,2M,photopic
0.1952,6667.53939840176,2M,photopic
NA,1290.33559235395,2M,photopic
0.1717,4972.05043728755,2M,photopic
0.329080364540182,2749.04003951831,2M,photopic
0.173,1241.42107406746,2M,photopic
0.168,5648.54048961963,2M,photopic
0.2025,17943.0922000242,2M,photopic
0.1727,16471.3593796334,2M,photopic
NA,2306.90737308605,2M,photopic
0.2008,25104.3628074414,2M,photopic
0.350289975144988,2142.96604352348,2M,photopic
0.1879,3476.87709098837,2M,photopic
0.1862,18491.2602685479,2M,photopic
0.1425,5733.7376023571,2M,photopic
0.1594,5073.28237040918,2M,photopic
NA,3975.38561565612,2M,photopic
0.2691,3412.58172095802,2M,photopic
0.1521,6506.33507544472,2M,photopic
0.1498,8811.28483118204,2M,photopic
0.2244,1436.14430432231,2M,photopic
0.2247,1462.73114060915,2M,photopic
0.1587,5769.81109256817,2M,photopic
NA,2643.1381400373202,2M,photopic
0.1816,3773.30350682094,2M,photopic
0.1677,1053.7604533181,2M,photopic
0.43976801988401,969.757825055726,2M,photopic
0.1475,7753.66586765378,2M,photopic
0.1508,4788.96620999501,2M,photopic
0.1491,14091.2047197719,2M,photopic
0.1488,17599.6306777315,2M,photopic
0.1548,5029.68051273859,2M,photopic
0.1528,5556.02626592135,2M,photopic
0.1574,3581.92411351641,2M,photopic
0.282,2058.4748281922,2M,photopic
0.2161,1100.70105490593,2M,photopic
0.1551,1385.36400031151,2M,photopic
0.1461,3032.98166150575,2M,photopic
0.1455,6286.659064932,2M,photopic
0.1495,5457.71896936074,2M,photopic
0.1756,7087.25316592075,2M,photopic
0.1876,2828.47545541069,2M,photopic
0.1982,5830.95759246273,2M,photopic
0.166,8723.04996126182,2M,photopic
0.1488,10910.1190415059,2M,photopic
0.1468,9994.45582007562,2M,photopic
0.1385,13875.5039278405,2M,photopic
0.2456,5562.28726988593,2M,photopic
0.2366,5494.91706114889,2M,photopic
0.1939,6460.15469616433,2M,photopic
NA,1685.4634080009,2M,photopic
0.1591,14563.8486877452,2M,photopic
0.1654,2183.90030975794,2M,photopic
0.2041,5010.30012542768,2M,photopic
NA,470.235152384675,2M,photopic
0.2307,1292.42894711673,2M,photopic
0.2018,5991.35290602099,2M,photopic
0.1713,4202.23901454163,2M,photopic
0.1826,3022.42595495499,2M,photopic
0.1819,2414.15775183123,2M,photopic
0.1664,9608.30600540182,2M,photopic
0.1836,4297.64303723498,2M,photopic
0.1428,10458.0929234111,2M,photopic
0.2356,10719.4724602503,2M,photopic
0.1395,10405.3398760721,2M,photopic
0.1581,8555.11350722993,2M,photopic
0.2847,4102.58795023864,2M,photopic
0.1707,3001.88517761967,2M,photopic
0.164,9347.73980638055,2M,photopic
0.1876,12615.3044997135,2M,photopic
0.2353,7126.85889526153,2M,photopic
0.1581,11913.72985927,2M,photopic
0.2499,1331.43207291932,2M,photopic
0.1975,7123.36319499105,2M,photopic
0.1766,4843.42843256478,2M,photopic
0.1969,1312.51475437233,2M,photopic
0.1869,7742.80965285407,2M,photopic
0.1405,8770.02839126401,2M,photopic
0.2157,3721.49705585906,2M,photopic
0.1558,11664.4531358689,2M,photopic
0.1604,5491.77755624861,2M,photopic
0.1607,16106.2003244523,2M,photopic
0.1554,6749.89782215461,2M,photopic
0.2025,4285.14116004745,2M,photopic
0.163,13889.9777859167,2M,photopic
0.18,9644.39164896814,2M,photopic
0.36056338028169,1454.31782924497,2M,photopic
0.1461,3897.56586140966,2M,photopic
0.1428,3934.02613653686,2M,photopic
0.1624,4683.17202797462,2M,photopic
0.1634,8279.78477864097,2M,photopic
0.1524,4346.41540396448,2M,photopic
0.1657,12992.3223471154,2M,photopic
0.1505,5151.57564057594,2M,photopic
0.1806,1299.77994471991,2M,photopic
0.178,11298.8676376021,2M,photopic
0.1743,12723.1987148288,2M,photopic
0.1468,2525.59721642445,2M,photopic
0.2041,1474.14819951294,2M,photopic
0.1969,3593.19860908182,2M,photopic
0.1246,14117.162181302,2M,photopic
0.1806,5318.43844863517,2M,photopic
0.1707,12028.3824883837,2M,photopic
0.1485,7571.15923826092,2M,photopic
0.1461,18799.9385255736,2M,photopic
0.1723,11063.9279984907,2M,photopic
0.1352,19436.061388254,2M,photopic
0.1524,8588.11321382793,2M,photopic
0.164,9797.39332627631,2M,photopic
0.1372,13391.6577291892,2M,photopic
0.1299,11079.8171462847,2M,photopic
0.1382,10597.597396939,2M,photopic
0.2191,7248.51859267069,2M,photopic
0.1339,24489.1187790701,2M,photopic
0.1399,22551.5643707734,2M,photopic
0.1935,6600.85658904269,2M,photopic
0.1514,40538.1495221035,2M,photopic
0.2343,6523.05190631806,2M,photopic
0.1664,3992.75077763704,2M,photopic
0.2489,5667.13877810702,2M,photopic
0.1869,7534.22853990001,2M,photopic
0.1687,9979.8029837071,2M,photopic
0.1657,9440.12746492772,2M,photopic
0.1475,9522.31909873087,2M,photopic
0.1365,19762.9189539371,2M,photopic
0.1326,8158.06742460834,2M,photopic
0.1693,11144.9090150746,2M,photopic
0.1528,13120.061820278701,2M,photopic
0.1654,4121.1993467657,2M,photopic
0.1408,2264.60860452483,2M,photopic
0.1422,14297.3118346528,2M,photopic
0.1395,14290.7928372754,2M,photopic
0.1634,1691.61045534604,2M,photopic
0.179,5698.39864933604,2M,photopic
0.1624,7858.06602992172,2M,photopic
0.1372,6149.33626467526,2M,photopic
0.1614,13077.1214863225,2M,photopic
0.1518,1653.21501773408,2M,photopic
0.2161,7180.686300412,2M,photopic
0.175,9757.29313775557,2M,photopic
0.1399,12577.219063455,2M,photopic
0.1365,18092.6515036377,2M,photopic
0.1385,6561.81418177325,2M,photopic
0.178,2002.09600732323,2M,photopic
0.1442,6869.17239449511,2M,photopic
0.1415,8245.18483280382,2M,photopic
0.1395,6298.78309641454,2M,photopic
0.1435,8438.54260109621,2M,photopic
0.1458,8611.47799554897,2M,photopic
0.1263,7412.0114748643,2M,photopic
0.15310000000000001,5180.82558435705,2M,photopic
0.1485,6632.33574545839,2M,photopic
0.1534,10838.1030081244,2M,photopic
0.1279,6362.50261703877,2M,photopic
0.1389,6477.73083658811,2M,photopic
0.1399,8775.84961228756,2M,photopic
0.2081,1943.64431774345,2M,photopic
0.1488,10662.991929932,2M,photopic
